temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,pluie_intensite_max,date,quartier,sismicite,concentration_gaz,pluie_totale,catastrophe
23.0,54.5,6.5,15.0,0.0,2170-03-11,Zone 4,0.46,120.52,997.41,['innondation']
23.0,54.5,6.5,15.0,0.0,2170-03-11,Zone 5,0.51,165.46,318.93,['innondation']
19.6,57.9,10.1,23.2,0.0,2171-03-11,Zone 1,0.9,272.4,695.57,['seisme']
19.6,57.9,10.1,23.2,0.0,2171-03-11,Zone 2,0.7,230.42,185.32,aucun
19.6,57.9,10.1,23.2,0.0,2171-03-11,Zone 3,0.63,230.07,558.09,['seisme']
19.6,57.9,10.1,23.2,0.0,2171-03-11,Zone 4,0.69,118.25,312.93,['innondation']
19.6,57.9,10.1,23.2,0.0,2171-03-11,Zone 5,0.5,170.88,939.18,['innondation']
11.6,64.6,9.5,16.8,0.0,2170-04-11,Zone 1,0.83,209.61,306.66,aucun
11.6,64.6,9.5,16.8,0.0,2170-04-11,Zone 2,0.57,250.86,5.0,['innondation']
11.6,64.6,9.5,16.8,0.0,2170-04-11,Zone 3,0.83,173.38,329.82,aucun
11.6,64.6,9.5,16.8,0.0,2170-04-11,Zone 4,0.63,165.22,423.02,['innondation']
11.6,64.6,9.5,16.8,0.0,2170-04-11,Zone 5,0.57,160.67,260.23,aucun
23.2,60.3,14.2,35.5,0.0,2171-04-11,Zone 1,0.83,214.89,708.88,['seisme']
23.2,60.3,14.2,35.5,0.0,2171-04-11,Zone 2,0.95,228.37,467.59,aucun
23.2,60.3,14.2,35.5,0.0,2171-04-11,Zone 3,0.57,225.2,550.86,aucun
23.2,60.3,14.2,35.5,0.0,2171-04-11,Zone 4,0.62,159.98,924.68,aucun
23.2,60.3,14.2,35.5,0.0,2171-04-11,Zone 5,0.37,129.14,269.34,['innondation']
15.3,59.8,9.8,16.7,0.0,2170-05-11,Zone 1,0.73,294.53,783.36,aucun
15.3,59.8,9.8,16.7,0.0,2170-05-11,Zone 2,0.76,279.34,803.82,aucun
15.3,59.8,9.8,16.7,0.0,2170-05-11,Zone 3,0.92,293.22,680.01,['seisme']
15.3,59.8,9.8,16.7,0.0,2170-05-11,Zone 4,0.53,137.85,881.95,['innondation']
15.3,59.8,9.8,16.7,0.0,2170-05-11,Zone 5,0.57,166.68,444.93,['innondation']
29.5,35.7,5.2,13.3,0.0,2171-05-11,Zone 1,0.59,187.56,584.15,aucun
29.5,35.7,5.2,13.3,0.0,2171-05-11,Zone 2,0.91,206.89,882.37,"['innondation', 'seisme']"
29.5,35.7,5.2,13.3,0.0,2171-05-11,Zone 3,0.59,186.77,103.2,aucun
29.5,35.7,5.2,13.3,0.0,2171-05-11,Zone 4,0.51,139.85,334.66,aucun
29.5,35.7,5.2,13.3,0.0,2171-05-11,Zone 5,0.65,101.52,428.38,aucun
35.8,42.9,4.7,11.7,0.0,2170-06-11,Zone 1,0.52,188.95,509.63,aucun
35.8,42.9,4.7,11.7,0.0,2170-06-11,Zone 2,0.74,191.0,373.65,['innondation']
35.8,42.9,4.7,11.7,0.0,2170-06-11,Zone 3,0.59,200.57,272.84,aucun
35.8,42.9,4.7,11.7,0.0,2170-06-11,Zone 4,0.63,171.96,692.17,['innondation']
35.8,42.9,4.7,11.7,0.0,2170-06-11,Zone 5,0.52,119.42,178.85,['innondation']
39.9,35.0,2.9,7.0,0.0,2171-06-11,Zone 1,0.51,199.88,251.35,aucun
39.9,35.0,2.9,7.0,0.0,2171-06-11,Zone 2,0.92,242.31,172.39,aucun
39.9,35.0,2.9,7.0,0.0,2171-06-11,Zone 3,0.52,175.9,498.68,aucun
39.9,35.0,2.9,7.0,0.0,2171-06-11,Zone 4,0.36,111.07,245.82,['innondation']
39.9,35.0,2.9,7.0,0.0,2171-06-11,Zone 5,0.68,195.16,257.15,['innondation']
36.8,44.1,3.7,9.1,0.0,2170-07-11,Zone 1,0.64,167.51,771.94,aucun
36.8,44.1,3.7,9.1,0.0,2170-07-11,Zone 2,0.77,252.23,333.47,aucun
36.8,44.1,3.7,9.1,0.0,2170-07-11,Zone 3,0.67,198.09,10.27,aucun
36.8,44.1,3.7,9.1,0.0,2170-07-11,Zone 4,0.63,131.13,449.74,['innondation']
36.8,44.1,3.7,9.1,0.0,2170-07-11,Zone 5,0.5,197.12,238.89,['innondation']
43.2,32.6,2.5,6.6,0.0,2171-07-11,Zone 1,0.59,240.79,116.86,aucun
43.2,32.6,2.5,6.6,0.0,2171-07-11,Zone 2,0.82,180.32,451.97,['innondation']
43.2,32.6,2.5,6.6,0.0,2171-07-11,Zone 3,0.76,226.36,771.27,['seisme']
43.2,32.6,2.5,6.6,0.0,2171-07-11,Zone 4,0.37,150.39,104.23,['innondation']
43.2,32.6,2.5,6.6,0.0,2171-07-11,Zone 5,0.58,166.19,776.97,['innondation']
44.4,36.9,3.6,11.3,0.0,2171-08-11,Zone 1,0.99,221.95,28.41,aucun
44.4,36.9,3.6,11.3,0.0,2171-08-11,Zone 2,0.84,296.81,486.35,aucun
44.4,36.9,3.6,11.3,0.0,2171-08-11,Zone 3,0.6,168.93,156.04,aucun
44.4,36.9,3.6,11.3,0.0,2171-08-11,Zone 4,0.49,164.38,281.26,['innondation']
44.4,36.9,3.6,11.3,0.0,2171-08-11,Zone 5,0.31,150.22,178.94,['innondation']
42.9,33.6,3.1,9.9,0.0,2171-09-11,Zone 1,0.94,179.13,310.87,aucun
42.9,33.6,3.1,9.9,0.0,2171-09-11,Zone 2,0.6,164.51,545.14,aucun
42.9,33.6,3.1,9.9,0.0,2171-09-11,Zone 3,0.61,154.68,316.24,aucun
42.9,33.6,3.1,9.9,0.0,2171-09-11,Zone 4,0.64,175.62,117.13,aucun
42.9,33.6,3.1,9.9,0.0,2171-09-11,Zone 5,0.56,117.09,341.41,['innondation']
12.0,59.7,8.3,14.4,0.0,2170-01-12,Zone 1,0.77,264.59,737.99,['seisme']
12.0,59.7,8.3,14.4,0.0,2170-01-12,Zone 2,0.66,163.64,338.28,['innondation']
12.0,59.7,8.3,14.4,0.0,2170-01-12,Zone 3,0.98,255.88,347.93,['seisme']
12.0,59.7,8.3,14.4,0.0,2170-01-12,Zone 4,0.53,134.69,850.15,['innondation']
12.0,59.7,8.3,14.4,0.0,2170-01-12,Zone 5,0.58,148.72,693.65,aucun
8.4,67.7,4.4,5.6,0.0,2171-01-12,Zone 1,0.91,201.07,496.74,['seisme']
8.4,67.7,4.4,5.6,0.0,2171-01-12,Zone 2,0.9,151.61,273.27,['innondation']
8.4,67.7,4.4,5.6,0.0,2171-01-12,Zone 3,0.92,297.38,27.18,['seisme']
8.4,67.7,4.4,5.6,0.0,2171-01-12,Zone 4,0.57,112.28,209.59,['innondation']
8.4,67.7,4.4,5.6,0.0,2171-01-12,Zone 5,0.66,169.86,696.49,aucun
23.5,51.2,5.7,8.0,0.0,2170-10-12,Zone 1,0.63,285.17,470.23,['seisme']
23.5,51.2,5.7,8.0,0.0,2170-10-12,Zone 2,0.85,164.9,49.68,aucun
23.5,51.2,5.7,8.0,0.0,2170-10-12,Zone 3,0.94,195.15,328.51,aucun
23.5,51.2,5.7,8.0,0.0,2170-10-12,Zone 4,0.58,199.02,72.89,['innondation']
23.5,51.2,5.7,8.0,0.0,2170-10-12,Zone 5,0.5,104.66,615.44,aucun
23.9,60.9,3.6,4.3,0.0,2171-10-12,Zone 1,0.81,168.98,31.8,aucun
23.9,60.9,3.6,4.3,0.0,2171-10-12,Zone 2,0.83,274.37,607.44,"['innondation', 'seisme']"
23.9,60.9,3.6,4.3,0.0,2171-10-12,Zone 3,0.7,252.55,402.71,aucun
23.9,60.9,3.6,4.3,0.0,2171-10-12,Zone 4,0.46,119.82,644.67,['innondation']
23.9,60.9,3.6,4.3,0.0,2171-10-12,Zone 5,0.5,129.0,806.57,['innondation']
13.8,81.2,4.6,6.9,0.0,2170-11-12,Zone 1,0.84,282.2,92.68,['seisme']
13.8,81.2,4.6,6.9,0.0,2170-11-12,Zone 2,0.85,223.29,645.05,"['innondation', 'seisme']"
13.8,81.2,4.6,6.9,0.0,2170-11-12,Zone 3,0.8,214.08,767.72,aucun
13.8,81.2,4.6,6.9,0.0,2170-11-12,Zone 4,0.34,143.0,440.55,aucun
13.8,81.2,4.6,6.9,0.0,2170-11-12,Zone 5,0.43,135.57,844.04,aucun
23.0,63.2,5.6,16.7,0.0,2171-11-12,Zone 1,0.88,177.19,10.03,aucun
23.0,63.2,5.6,16.7,0.0,2171-11-12,Zone 2,0.67,160.82,560.96,['innondation']
23.0,63.2,5.6,16.7,0.0,2171-11-12,Zone 3,0.84,209.38,559.17,['seisme']
23.0,63.2,5.6,16.7,0.0,2171-11-12,Zone 4,0.45,155.99,522.95,['innondation']
23.0,63.2,5.6,16.7,0.0,2171-11-12,Zone 5,0.59,129.35,799.42,['innondation']
10.9,80.9,3.8,3.3,0.0,2170-12-12,Zone 1,0.76,294.34,210.86,['seisme']
10.9,80.9,3.8,3.3,0.0,2170-12-12,Zone 2,0.93,281.02,485.08,['innondation']
10.9,80.9,3.8,3.3,0.0,2170-12-12,Zone 3,0.9,169.47,514.57,aucun
10.9,80.9,3.8,3.3,0.0,2170-12-12,Zone 4,0.49,110.85,159.29,['innondation']
10.9,80.9,3.8,3.3,0.0,2170-12-12,Zone 5,0.68,101.62,374.73,aucun
10.7,69.4,6.6,19.8,0.1,2171-12-12,Zone 1,0.79,214.38,352.76,['seisme']
10.7,69.4,6.6,19.8,0.1,2171-12-12,Zone 2,0.79,290.4,860.42,['seisme']
10.7,69.4,6.6,19.8,0.1,2171-12-12,Zone 3,0.54,216.1,196.85,aucun
10.7,69.4,6.6,19.8,0.1,2171-12-12,Zone 4,0.38,188.81,272.66,['innondation']
10.7,69.4,6.6,19.8,0.1,2171-12-12,Zone 5,0.69,159.86,150.9,['innondation']
16.0,64.3,13.3,24.9,0.0,2170-02-12,Zone 1,0.89,199.44,249.99,aucun
16.0,64.3,13.3,24.9,0.0,2170-02-12,Zone 2,0.56,235.8,325.43,aucun
16.0,64.3,13.3,24.9,0.0,2170-02-12,Zone 3,0.73,205.27,740.26,['seisme']
16.0,64.3,13.3,24.9,0.0,2170-02-12,Zone 4,0.58,168.33,104.73,['innondation']
16.0,64.3,13.3,24.9,0.0,2170-02-12,Zone 5,0.56,115.9,233.73,aucun
13.3,52.3,7.4,16.5,0.0,2171-02-12,Zone 1,0.53,208.15,644.66,aucun
13.3,52.3,7.4,16.5,0.0,2171-02-12,Zone 2,0.9,248.97,290.82,aucun
13.3,52.3,7.4,16.5,0.0,2171-02-12,Zone 3,0.91,236.15,417.82,['seisme']
13.3,52.3,7.4,16.5,0.0,2171-02-12,Zone 4,0.37,109.05,773.41,aucun
13.3,52.3,7.4,16.5,0.0,2171-02-12,Zone 5,0.58,172.24,868.28,['innondation']
10.4,59.9,5.1,5.2,0.0,2170-03-12,Zone 1,0.81,223.27,477.99,['seisme']
10.4,59.9,5.1,5.2,0.0,2170-03-12,Zone 2,0.74,215.76,634.07,"['innondation', 'seisme']"
10.4,59.9,5.1,5.2,0.0,2170-03-12,Zone 3,0.85,188.5,499.44,aucun
10.4,59.9,5.1,5.2,0.0,2170-03-12,Zone 4,0.34,109.7,335.33,['innondation']
10.4,59.9,5.1,5.2,0.0,2170-03-12,Zone 5,0.51,107.41,540.81,['innondation']
14.7,77.7,8.4,14.7,0.1,2171-03-12,Zone 1,0.8,290.56,34.24,['seisme']
14.7,77.7,8.4,14.7,0.1,2171-03-12,Zone 2,0.68,182.8,826.09,aucun
14.7,77.7,8.4,14.7,0.1,2171-03-12,Zone 3,0.65,177.17,781.01,aucun
14.7,77.7,8.4,14.7,0.1,2171-03-12,Zone 4,0.41,105.19,68.83,['innondation']
14.7,77.7,8.4,14.7,0.1,2171-03-12,Zone 5,0.31,185.46,360.87,aucun
18.1,51.9,6.2,12.9,0.0,2170-04-12,Zone 1,0.84,152.69,174.6,aucun
18.1,51.9,6.2,12.9,0.0,2170-04-12,Zone 2,0.53,150.45,780.03,['innondation']
18.1,51.9,6.2,12.9,0.0,2170-04-12,Zone 3,0.51,216.15,118.61,aucun
18.1,51.9,6.2,12.9,0.0,2170-04-12,Zone 4,0.39,140.91,906.67,aucun
18.1,51.9,6.2,12.9,0.0,2170-04-12,Zone 5,0.57,173.8,220.17,['innondation']
21.4,63.3,12.9,34.6,0.0,2171-04-12,Zone 1,0.92,164.82,198.73,aucun
21.4,63.3,12.9,34.6,0.0,2171-04-12,Zone 2,0.78,255.86,367.63,"['innondation', 'seisme']"
21.4,63.3,12.9,34.6,0.0,2171-04-12,Zone 3,0.76,206.77,21.88,['seisme']
21.4,63.3,12.9,34.6,0.0,2171-04-12,Zone 4,0.66,185.0,165.85,aucun
21.4,63.3,12.9,34.6,0.0,2171-04-12,Zone 5,0.55,157.87,928.61,aucun
23.7,53.2,10.1,17.6,0.0,2170-05-12,Zone 1,0.72,182.24,160.33,aucun
23.7,53.2,10.1,17.6,0.0,2170-05-12,Zone 2,0.89,252.7,956.84,"['innondation', 'seisme']"
23.7,53.2,10.1,17.6,0.0,2170-05-12,Zone 3,0.8,167.1,678.8,aucun
23.7,53.2,10.1,17.6,0.0,2170-05-12,Zone 4,0.32,180.13,645.43,['innondation']
23.7,53.2,10.1,17.6,0.0,2170-05-12,Zone 5,0.65,169.83,880.96,['innondation']
28.2,55.7,4.8,9.9,0.0,2171-05-12,Zone 1,0.97,167.46,376.3,aucun
28.2,55.7,4.8,9.9,0.0,2171-05-12,Zone 2,0.92,151.22,223.24,['innondation']
28.2,55.7,4.8,9.9,0.0,2171-05-12,Zone 3,0.84,170.12,411.81,aucun
28.2,55.7,4.8,9.9,0.0,2171-05-12,Zone 4,0.65,118.53,812.83,['innondation']
28.2,55.7,4.8,9.9,0.0,2171-05-12,Zone 5,0.43,146.79,222.96,['innondation']
38.9,46.0,3.5,9.2,0.0,2170-06-12,Zone 1,0.76,159.08,394.88,aucun
38.9,46.0,3.5,9.2,0.0,2170-06-12,Zone 2,0.66,255.02,660.56,"['innondation', 'seisme']"
38.9,46.0,3.5,9.2,0.0,2170-06-12,Zone 3,0.77,199.39,429.72,aucun
38.9,46.0,3.5,9.2,0.0,2170-06-12,Zone 4,0.32,165.72,296.98,['innondation']
38.9,46.0,3.5,9.2,0.0,2170-06-12,Zone 5,0.53,185.01,339.08,['innondation']
36.0,40.1,4.5,9.0,0.0,2171-06-12,Zone 1,0.92,201.24,521.44,['seisme']
36.0,40.1,4.5,9.0,0.0,2171-06-12,Zone 2,0.63,294.74,464.21,"['innondation', 'seisme']"
36.0,40.1,4.5,9.0,0.0,2171-06-12,Zone 3,0.68,154.03,34.85,aucun
36.0,40.1,4.5,9.0,0.0,2171-06-12,Zone 4,0.57,188.92,697.26,['innondation']
36.0,40.1,4.5,9.0,0.0,2171-06-12,Zone 5,0.57,155.57,976.33,aucun
32.1,63.6,8.9,16.6,0.0,2170-07-12,Zone 1,0.57,239.36,57.0,aucun
32.1,63.6,8.9,16.6,0.0,2170-07-12,Zone 2,0.56,250.94,695.66,['innondation']
32.1,63.6,8.9,16.6,0.0,2170-07-12,Zone 3,0.55,168.01,33.24,aucun
32.1,63.6,8.9,16.6,0.0,2170-07-12,Zone 4,0.63,100.87,957.68,['innondation']
32.1,63.6,8.9,16.6,0.0,2170-07-12,Zone 5,0.7,106.99,780.82,aucun
39.0,28.6,1.4,0.5,0.0,2171-07-12,Zone 1,0.82,153.13,595.9,aucun
39.0,28.6,1.4,0.5,0.0,2171-07-12,Zone 2,0.84,257.82,858.17,"['innondation', 'seisme']"
39.0,28.6,1.4,0.5,0.0,2171-07-12,Zone 3,0.6,246.28,142.28,aucun
39.0,28.6,1.4,0.5,0.0,2171-07-12,Zone 4,0.5,180.88,44.04,['innondation']
39.0,28.6,1.4,0.5,0.0,2171-07-12,Zone 5,0.66,192.87,281.94,['innondation']
44.8,40.2,2.9,8.6,0.0,2171-08-12,Zone 1,0.83,284.99,315.83,aucun
44.8,40.2,2.9,8.6,0.0,2171-08-12,Zone 2,0.77,250.86,173.9,aucun
44.8,40.2,2.9,8.6,0.0,2171-08-12,Zone 3,0.82,215.84,641.85,['seisme']
44.8,40.2,2.9,8.6,0.0,2171-08-12,Zone 4,0.45,122.68,88.54,['innondation']
44.8,40.2,2.9,8.6,0.0,2171-08-12,Zone 5,0.47,114.45,835.29,['innondation']
37.8,54.1,3.0,8.8,0.0,2171-09-12,Zone 1,0.98,262.62,367.56,['seisme']
37.8,54.1,3.0,8.8,0.0,2171-09-12,Zone 2,0.95,178.41,239.63,['innondation']
37.8,54.1,3.0,8.8,0.0,2171-09-12,Zone 3,0.8,178.85,665.87,aucun
37.8,54.1,3.0,8.8,0.0,2171-09-12,Zone 4,0.7,107.67,18.62,['innondation']
37.8,54.1,3.0,8.8,0.0,2171-09-12,Zone 5,0.67,157.79,906.12,['innondation']
13.4,72.6,14.1,20.6,0.0,2170-01-13,Zone 1,0.72,181.52,574.82,aucun
13.4,72.6,14.1,20.6,0.0,2170-01-13,Zone 2,0.81,276.91,17.9,"['innondation', 'seisme']"
13.4,72.6,14.1,20.6,0.0,2170-01-13,Zone 3,0.65,186.46,428.49,aucun
13.4,72.6,14.1,20.6,0.0,2170-01-13,Zone 4,0.65,133.56,890.15,['innondation']
13.4,72.6,14.1,20.6,0.0,2170-01-13,Zone 5,0.61,179.29,105.08,aucun
7.0,74.6,4.0,5.2,0.0,2171-01-13,Zone 1,0.93,217.77,646.42,aucun
7.0,74.6,4.0,5.2,0.0,2171-01-13,Zone 2,0.73,190.41,496.73,['innondation']
7.0,74.6,4.0,5.2,0.0,2171-01-13,Zone 3,0.88,238.7,510.67,aucun
7.0,74.6,4.0,5.2,0.0,2171-01-13,Zone 4,0.36,166.26,729.92,['innondation']
7.0,74.6,4.0,5.2,0.0,2171-01-13,Zone 5,0.39,103.98,196.18,['innondation']
21.8,56.7,3.3,4.2,0.0,2170-10-13,Zone 1,0.94,192.34,771.74,aucun
21.8,56.7,3.3,4.2,0.0,2170-10-13,Zone 2,0.5,180.33,571.04,['innondation']
21.8,56.7,3.3,4.2,0.0,2170-10-13,Zone 3,0.71,167.19,154.79,aucun
21.8,56.7,3.3,4.2,0.0,2170-10-13,Zone 4,0.68,133.0,176.9,aucun
21.8,56.7,3.3,4.2,0.0,2170-10-13,Zone 5,0.52,102.42,494.8,aucun
25.9,60.5,4.5,7.3,0.0,2171-10-13,Zone 1,0.67,193.53,763.36,aucun
25.9,60.5,4.5,7.3,0.0,2171-10-13,Zone 2,0.64,231.25,370.48,['seisme']
25.9,60.5,4.5,7.3,0.0,2171-10-13,Zone 3,0.86,274.7,124.44,['seisme']
25.9,60.5,4.5,7.3,0.0,2171-10-13,Zone 4,0.68,187.98,115.16,['innondation']
25.9,60.5,4.5,7.3,0.0,2171-10-13,Zone 5,0.69,199.84,995.13,aucun
19.3,66.5,4.3,5.3,0.0,2170-11-13,Zone 1,0.82,179.1,546.6,aucun
19.3,66.5,4.3,5.3,0.0,2170-11-13,Zone 2,0.8,230.3,391.42,"['innondation', 'seisme']"
19.3,66.5,4.3,5.3,0.0,2170-11-13,Zone 3,0.51,213.83,366.92,aucun
19.3,66.5,4.3,5.3,0.0,2170-11-13,Zone 4,0.36,175.46,478.14,aucun
19.3,66.5,4.3,5.3,0.0,2170-11-13,Zone 5,0.33,121.25,766.48,['innondation']
22.8,58.7,3.8,8.0,0.0,2171-11-13,Zone 1,0.86,185.15,304.24,aucun
22.8,58.7,3.8,8.0,0.0,2171-11-13,Zone 2,0.58,176.92,615.74,['innondation']
22.8,58.7,3.8,8.0,0.0,2171-11-13,Zone 3,0.67,253.85,135.87,aucun
22.8,58.7,3.8,8.0,0.0,2171-11-13,Zone 4,0.55,111.13,751.22,aucun
22.8,58.7,3.8,8.0,0.0,2171-11-13,Zone 5,0.64,128.76,120.31,['innondation']
11.1,77.9,3.1,3.3,0.0,2170-12-13,Zone 1,0.51,153.74,626.41,aucun
11.1,77.9,3.1,3.3,0.0,2170-12-13,Zone 2,0.74,248.64,326.4,aucun
11.1,77.9,3.1,3.3,0.0,2170-12-13,Zone 3,0.74,279.96,789.25,['seisme']
11.1,77.9,3.1,3.3,0.0,2170-12-13,Zone 4,0.68,104.19,221.27,['innondation']
11.1,77.9,3.1,3.3,0.0,2170-12-13,Zone 5,0.61,137.86,66.48,['innondation']
14.1,72.8,6.1,13.2,0.0,2171-12-13,Zone 1,0.57,182.32,220.92,aucun
14.1,72.8,6.1,13.2,0.0,2171-12-13,Zone 2,0.51,222.84,613.77,aucun
14.1,72.8,6.1,13.2,0.0,2171-12-13,Zone 3,0.52,170.04,384.52,aucun
14.1,72.8,6.1,13.2,0.0,2171-12-13,Zone 4,0.35,104.92,115.43,['innondation']
14.1,72.8,6.1,13.2,0.0,2171-12-13,Zone 5,0.64,155.42,465.04,aucun
14.9,79.5,4.9,6.8,0.0,2170-02-13,Zone 1,0.65,157.58,677.67,aucun
14.9,79.5,4.9,6.8,0.0,2170-02-13,Zone 2,0.85,221.84,56.65,aucun
14.9,79.5,4.9,6.8,0.0,2170-02-13,Zone 3,0.56,158.18,346.93,aucun
14.9,79.5,4.9,6.8,0.0,2170-02-13,Zone 4,0.46,102.53,558.45,aucun
14.9,79.5,4.9,6.8,0.0,2170-02-13,Zone 5,0.45,115.25,201.13,aucun
21.8,60.8,7.3,22.6,0.0,2171-02-13,Zone 1,0.88,228.02,539.25,['seisme']
21.8,60.8,7.3,22.6,0.0,2171-02-13,Zone 2,0.51,238.46,997.12,['innondation']
21.8,60.8,7.3,22.6,0.0,2171-02-13,Zone 3,0.73,275.62,466.46,['seisme']
21.8,60.8,7.3,22.6,0.0,2171-02-13,Zone 4,0.64,158.58,843.7,['innondation']
21.8,60.8,7.3,22.6,0.0,2171-02-13,Zone 5,0.63,191.5,657.79,['innondation']
19.6,54.6,12.8,21.9,0.0,2170-03-13,Zone 1,0.72,292.88,525.57,['seisme']
19.6,54.6,12.8,21.9,0.0,2170-03-13,Zone 2,0.85,263.15,511.13,"['innondation', 'seisme']"
19.6,54.6,12.8,21.9,0.0,2170-03-13,Zone 3,0.54,258.8,195.69,aucun
19.6,54.6,12.8,21.9,0.0,2170-03-13,Zone 4,0.45,189.43,742.27,['innondation']
19.6,54.6,12.8,21.9,0.0,2170-03-13,Zone 5,0.38,151.28,503.54,['innondation']
18.8,77.8,7.9,14.1,0.1,2171-03-13,Zone 1,0.8,246.0,624.43,['seisme']
18.8,77.8,7.9,14.1,0.1,2171-03-13,Zone 2,0.92,203.18,783.52,['innondation']
18.8,77.8,7.9,14.1,0.1,2171-03-13,Zone 3,0.56,277.12,359.92,aucun
18.8,77.8,7.9,14.1,0.1,2171-03-13,Zone 4,0.65,110.57,960.52,['innondation']
18.8,77.8,7.9,14.1,0.1,2171-03-13,Zone 5,0.44,112.02,532.88,['innondation']
18.1,39.6,4.0,6.6,0.0,2170-04-13,Zone 1,0.97,195.78,678.58,aucun
18.1,39.6,4.0,6.6,0.0,2170-04-13,Zone 2,0.54,254.13,798.55,['innondation']
18.1,39.6,4.0,6.6,0.0,2170-04-13,Zone 3,0.98,219.07,799.87,['seisme']
18.1,39.6,4.0,6.6,0.0,2170-04-13,Zone 4,0.69,184.14,372.24,['innondation']
18.1,39.6,4.0,6.6,0.0,2170-04-13,Zone 5,0.36,141.91,248.96,['innondation']
18.9,78.9,3.5,5.2,0.0,2171-04-13,Zone 1,0.62,254.3,164.95,['seisme']
18.9,78.9,3.5,5.2,0.0,2171-04-13,Zone 2,0.66,216.25,720.96,['seisme']
18.9,78.9,3.5,5.2,0.0,2171-04-13,Zone 3,0.51,199.18,121.26,aucun
18.9,78.9,3.5,5.2,0.0,2171-04-13,Zone 4,0.65,118.02,759.49,['innondation']
18.9,78.9,3.5,5.2,0.0,2171-04-13,Zone 5,0.34,192.24,790.27,['innondation']
16.8,64.9,5.4,10.7,0.1,2170-05-13,Zone 1,0.61,280.98,694.8,aucun
16.8,64.9,5.4,10.7,0.1,2170-05-13,Zone 2,0.64,259.26,570.3,"['innondation', 'seisme']"
16.8,64.9,5.4,10.7,0.1,2170-05-13,Zone 3,0.84,183.7,137.14,aucun
16.8,64.9,5.4,10.7,0.1,2170-05-13,Zone 4,0.53,109.86,98.68,aucun
16.8,64.9,5.4,10.7,0.1,2170-05-13,Zone 5,0.58,162.9,871.74,aucun
25.9,57.7,3.4,5.5,0.0,2171-05-13,Zone 1,0.76,232.11,337.76,aucun
25.9,57.7,3.4,5.5,0.0,2171-05-13,Zone 2,0.53,169.81,914.62,['innondation']
25.9,57.7,3.4,5.5,0.0,2171-05-13,Zone 3,0.53,239.88,603.17,aucun
25.9,57.7,3.4,5.5,0.0,2171-05-13,Zone 4,0.63,159.71,409.43,['innondation']
25.9,57.7,3.4,5.5,0.0,2171-05-13,Zone 5,0.49,193.22,776.37,['innondation']
34.8,43.1,1.1,1.2,0.0,2170-06-13,Zone 1,0.83,185.82,751.34,aucun
34.8,43.1,1.1,1.2,0.0,2170-06-13,Zone 2,0.87,151.49,752.64,['innondation']
34.8,43.1,1.1,1.2,0.0,2170-06-13,Zone 3,0.94,171.4,163.48,aucun
34.8,43.1,1.1,1.2,0.0,2170-06-13,Zone 4,0.68,139.48,311.3,aucun
34.8,43.1,1.1,1.2,0.0,2170-06-13,Zone 5,0.61,162.19,153.67,['innondation']
37.2,45.3,4.3,10.2,0.0,2171-06-13,Zone 1,0.76,209.09,485.61,['seisme']
37.2,45.3,4.3,10.2,0.0,2171-06-13,Zone 2,0.95,215.14,901.91,aucun
37.2,45.3,4.3,10.2,0.0,2171-06-13,Zone 3,0.8,294.37,363.46,['seisme']
37.2,45.3,4.3,10.2,0.0,2171-06-13,Zone 4,0.63,164.23,205.85,['innondation']
37.2,45.3,4.3,10.2,0.0,2171-06-13,Zone 5,0.66,136.91,190.72,['innondation']
27.3,55.5,14.6,24.4,0.1,2170-07-13,Zone 1,0.53,172.03,641.69,aucun
27.3,55.5,14.6,24.4,0.1,2170-07-13,Zone 2,0.9,183.84,797.93,['innondation']
27.3,55.5,14.6,24.4,0.1,2170-07-13,Zone 3,0.73,209.22,733.47,aucun
27.3,55.5,14.6,24.4,0.1,2170-07-13,Zone 4,0.5,141.66,698.66,['innondation']
27.3,55.5,14.6,24.4,0.1,2170-07-13,Zone 5,0.57,111.01,132.15,['innondation']
40.7,25.5,2.6,7.3,0.0,2171-07-13,Zone 1,0.6,229.89,688.36,aucun
40.7,25.5,2.6,7.3,0.0,2171-07-13,Zone 2,0.71,204.91,19.51,"['innondation', 'seisme']"
40.7,25.5,2.6,7.3,0.0,2171-07-13,Zone 3,0.72,252.26,373.84,aucun
40.7,25.5,2.6,7.3,0.0,2171-07-13,Zone 4,0.35,167.31,157.95,aucun
40.7,25.5,2.6,7.3,0.0,2171-07-13,Zone 5,0.38,153.88,889.15,['innondation']
41.2,38.7,3.5,10.0,0.0,2171-08-13,Zone 1,0.87,220.79,316.19,['seisme']
41.2,38.7,3.5,10.0,0.0,2171-08-13,Zone 2,1.0,227.65,783.68,aucun
41.2,38.7,3.5,10.0,0.0,2171-08-13,Zone 3,0.89,242.48,227.52,['seisme']
41.2,38.7,3.5,10.0,0.0,2171-08-13,Zone 4,0.59,143.31,656.15,aucun
41.2,38.7,3.5,10.0,0.0,2171-08-13,Zone 5,0.5,175.59,625.28,aucun
37.3,49.9,3.5,13.3,0.0,2171-09-13,Zone 1,0.65,215.33,270.99,aucun
37.3,49.9,3.5,13.3,0.0,2171-09-13,Zone 2,0.61,216.82,713.68,aucun
37.3,49.9,3.5,13.3,0.0,2171-09-13,Zone 3,0.69,188.01,35.35,aucun
