temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,date,quartier,sismicite,concentration_gaz,pluie_totale,catastrophe
18.8,49.2,7.9,13.6,2170-05-25,Zone 1,0.5,289.68,329.71,['aucun']
18.8,49.2,7.9,13.6,2170-05-25,Zone 3,0.55,190.9,548.99,['innondation']
24.1,53.9,12.3,19.1,2171-05-25,Zone 2,0.52,240.4,872.45,['innondation']
24.1,53.9,12.3,19.1,2171-05-25,Zone 1,0.88,273.63,11.65,['seisme']
24.1,53.9,12.3,19.1,2171-05-25,Zone 3,0.67,194.06,838.62,['innondation']
35.0,48.5,2.3,5.9,2170-06-25,Zone 2,0.85,236.61,397.57,['aucun']
35.0,48.5,2.3,5.9,2170-06-25,Zone 1,0.95,280.44,119.64,['seisme']
35.0,48.5,2.3,5.9,2170-06-25,Zone 3,0.34,155.88,707.43,['innondation']
33.9,45.0,4.3,11.6,2171-06-25,Zone 2,0.88,163.27,483.43,['innondation']
33.9,45.0,4.3,11.6,2171-06-25,Zone 1,0.59,229.38,529.3,['aucun']
33.9,45.0,4.3,11.6,2171-06-25,Zone 3,0.36,119.38,616.45,['innondation']
35.0,51.6,6.9,12.0,2170-07-25,Zone 2,0.57,265.31,516.4,['innondation']
35.0,51.6,6.9,12.0,2170-07-25,Zone 1,0.81,260.25,458.84,['seisme']
35.0,51.6,6.9,12.0,2170-07-25,Zone 3,0.52,124.66,740.67,['aucun']
39.4,42.4,10.2,19.7,2171-07-25,Zone 2,0.64,164.04,606.36,['innondation']
39.4,42.4,10.2,19.7,2171-07-25,Zone 1,0.94,250.75,310.56,['aucun']
39.4,42.4,10.2,19.7,2171-07-25,Zone 3,0.41,178.83,194.5,['innondation']
37.9,45.3,5.9,13.5,2171-08-25,Zone 2,0.78,236.1,987.06,"['innondation', 'seisme']"
37.9,45.3,5.9,13.5,2171-08-25,Zone 1,0.77,217.42,762.09,['seisme']
37.9,45.3,5.9,13.5,2171-08-25,Zone 3,0.42,175.71,155.15,['aucun']
36.2,50.3,3.2,11.2,2170-09-25,Zone 2,0.87,276.92,856.11,['innondation']
36.2,50.3,3.2,11.2,2170-09-25,Zone 1,0.85,276.27,334.29,['seisme']
36.2,50.3,3.2,11.2,2170-09-25,Zone 3,0.57,177.07,678.55,['aucun']
31.2,46.1,3.4,8.6,2171-09-25,Zone 2,0.63,165.03,32.72,['innondation']
31.2,46.1,3.4,8.6,2171-09-25,Zone 1,0.97,228.56,149.36,['seisme']
31.2,46.1,3.4,8.6,2171-09-25,Zone 3,0.49,178.73,338.85,['innondation']
10.5,51.8,4.1,6.9,2170-01-26,Zone 2,0.79,215.66,260.99,"['innondation', 'seisme']"
10.5,51.8,4.1,6.9,2170-01-26,Zone 1,0.74,225.13,599.43,['seisme']
10.5,51.8,4.1,6.9,2170-01-26,Zone 3,0.32,121.46,564.09,['innondation']
12.7,67.2,2.8,2.4,2171-01-26,Zone 2,0.51,169.6,32.76,['innondation']
12.7,67.2,2.8,2.4,2171-01-26,Zone 1,0.82,214.6,381.77,['seisme']
12.7,67.2,2.8,2.4,2171-01-26,Zone 3,0.5,122.47,278.79,['innondation']
18.9,61.0,3.4,4.5,2170-10-26,Zone 2,0.86,176.71,593.25,['aucun']
18.9,61.0,3.4,4.5,2170-10-26,Zone 1,0.76,158.75,214.64,['aucun']
18.9,61.0,3.4,4.5,2170-10-26,Zone 3,0.63,122.46,981.6,['innondation']
28.3,71.5,3.5,6.9,2171-10-26,Zone 2,0.93,252.98,78.42,"['innondation', 'seisme']"
28.3,71.5,3.5,6.9,2171-10-26,Zone 1,0.62,295.87,674.3,['seisme']
28.3,71.5,3.5,6.9,2171-10-26,Zone 3,0.37,109.51,366.16,['innondation']
15.0,65.6,10.8,19.4,2170-11-26,Zone 2,0.88,241.29,387.78,"['innondation', 'seisme']"
15.0,65.6,10.8,19.4,2170-11-26,Zone 1,0.96,159.44,663.4,['aucun']
15.0,65.6,10.8,19.4,2170-11-26,Zone 3,0.35,150.53,988.6,['innondation']
14.2,80.0,2.8,1.4,2171-11-26,Zone 2,0.88,213.48,203.78,['seisme']
14.2,80.0,2.8,1.4,2171-11-26,Zone 1,0.8,165.82,179.82,['aucun']
14.2,80.0,2.8,1.4,2171-11-26,Zone 3,0.58,141.56,427.65,['innondation']
1.2,52.8,2.8,2.6,2170-12-26,Zone 2,0.93,200.6,183.76,"['innondation', 'seisme']"
1.2,52.8,2.8,2.6,2170-12-26,Zone 1,0.61,288.5,124.17,['seisme']
1.2,52.8,2.8,2.6,2170-12-26,Zone 3,0.46,111.06,252.06,['innondation']
22.3,63.9,2.9,3.2,2171-12-26,Zone 2,0.94,298.62,962.07,"['innondation', 'seisme']"
22.3,63.9,2.9,3.2,2171-12-26,Zone 1,0.72,269.67,178.63,['seisme']
22.3,63.9,2.9,3.2,2171-12-26,Zone 3,0.6,110.51,731.97,['innondation']
15.1,67.6,4.7,8.1,2170-02-26,Zone 2,0.79,286.29,914.53,['aucun']
15.1,67.6,4.7,8.1,2170-02-26,Zone 1,0.55,192.4,469.83,['aucun']
15.1,67.6,4.7,8.1,2170-02-26,Zone 3,0.67,158.97,407.98,['innondation']
12.0,54.7,7.3,12.4,2171-02-26,Zone 2,0.77,233.56,655.6,"['innondation', 'seisme']"
12.0,54.7,7.3,12.4,2171-02-26,Zone 1,0.99,263.36,447.89,['seisme']
12.0,54.7,7.3,12.4,2171-02-26,Zone 3,0.48,130.63,527.61,['innondation']
22.0,52.1,8.4,14.3,2170-03-26,Zone 2,0.79,257.96,553.59,"['innondation', 'seisme']"
22.0,52.1,8.4,14.3,2170-03-26,Zone 1,0.63,236.8,632.65,['seisme']
22.0,52.1,8.4,14.3,2170-03-26,Zone 3,0.36,198.39,609.07,['innondation']
20.8,48.1,10.4,17.8,2171-03-26,Zone 2,0.78,244.22,442.49,"['innondation', 'seisme']"
20.8,48.1,10.4,17.8,2171-03-26,Zone 1,0.6,218.51,370.58,['aucun']
20.8,48.1,10.4,17.8,2171-03-26,Zone 3,0.48,111.59,868.99,['innondation']
22.9,61.3,3.5,8.4,2170-04-26,Zone 2,0.73,278.23,85.51,"['innondation', 'seisme']"
22.9,61.3,3.5,8.4,2170-04-26,Zone 1,0.78,175.42,12.12,['aucun']
22.9,61.3,3.5,8.4,2170-04-26,Zone 3,0.56,112.57,134.12,['aucun']
28.3,39.1,5.1,9.2,2171-04-26,Zone 2,0.92,210.98,505.4,"['innondation', 'seisme']"
28.3,39.1,5.1,9.2,2171-04-26,Zone 1,0.52,212.59,439.66,['aucun']
28.3,39.1,5.1,9.2,2171-04-26,Zone 3,0.42,121.9,435.81,['aucun']
23.2,54.9,3.7,6.7,2170-05-26,Zone 2,0.65,171.92,971.78,['innondation']
23.2,54.9,3.7,6.7,2170-05-26,Zone 1,0.65,163.79,193.34,['aucun']
23.2,54.9,3.7,6.7,2170-05-26,Zone 3,0.55,149.86,514.37,['aucun']
19.4,55.6,5.7,10.3,2171-05-26,Zone 2,0.83,285.64,424.58,['aucun']
19.4,55.6,5.7,10.3,2171-05-26,Zone 1,0.59,228.54,156.67,['aucun']
19.4,55.6,5.7,10.3,2171-05-26,Zone 3,0.33,150.72,524.2,['innondation']
36.5,45.6,5.2,13.1,2170-06-26,Zone 2,0.67,184.73,805.53,['innondation']
36.5,45.6,5.2,13.1,2170-06-26,Zone 1,0.84,233.07,453.1,['seisme']
36.5,45.6,5.2,13.1,2170-06-26,Zone 3,0.58,124.92,450.29,['aucun']
31.7,52.6,4.4,11.2,2171-06-26,Zone 2,0.98,223.83,209.3,['aucun']
31.7,52.6,4.4,11.2,2171-06-26,Zone 1,0.84,153.44,202.03,['aucun']
31.7,52.6,4.4,11.2,2171-06-26,Zone 3,0.31,130.48,780.0,['innondation']
35.8,52.5,3.7,9.2,2170-07-26,Zone 2,0.72,186.36,787.43,['innondation']
35.8,52.5,3.7,9.2,2170-07-26,Zone 1,0.69,281.99,752.43,['seisme']
35.8,52.5,3.7,9.2,2170-07-26,Zone 3,0.42,144.16,936.55,['innondation']
35.3,42.0,6.9,15.4,2171-07-26,Zone 2,0.58,167.6,971.72,['innondation']
35.3,42.0,6.9,15.4,2171-07-26,Zone 1,0.96,173.15,691.24,['aucun']
35.3,42.0,6.9,15.4,2171-07-26,Zone 3,0.65,167.81,91.84,['innondation']
39.2,31.9,6.4,15.3,2171-08-26,Zone 2,0.98,187.57,785.16,['innondation']
39.2,31.9,6.4,15.3,2171-08-26,Zone 1,0.59,205.89,24.51,['aucun']
39.2,31.9,6.4,15.3,2171-08-26,Zone 3,0.36,145.84,390.6,['aucun']
31.4,50.8,1.8,2.3,2170-09-26,Zone 2,0.66,256.86,875.63,"['innondation', 'seisme']"
31.4,50.8,1.8,2.3,2170-09-26,Zone 1,0.69,199.7,695.68,['aucun']
31.4,50.8,1.8,2.3,2170-09-26,Zone 3,0.45,166.92,360.18,['innondation']
31.0,47.8,9.3,20.4,2171-09-26,Zone 2,0.87,214.21,728.77,['seisme']
31.0,47.8,9.3,20.4,2171-09-26,Zone 1,0.65,213.23,289.94,['seisme']
31.0,47.8,9.3,20.4,2171-09-26,Zone 3,0.53,151.54,846.69,['innondation']
18.4,84.7,7.6,10.3,2170-01-27,Zone 2,0.51,294.59,744.18,['innondation']
18.4,84.7,7.6,10.3,2170-01-27,Zone 1,0.99,231.41,613.57,['seisme']
18.4,84.7,7.6,10.3,2170-01-27,Zone 3,0.38,177.67,420.55,['aucun']
10.1,77.1,3.9,6.0,2171-01-27,Zone 2,0.6,286.61,244.41,['innondation']
10.1,77.1,3.9,6.0,2171-01-27,Zone 1,0.81,290.92,30.14,['seisme']
10.1,77.1,3.9,6.0,2171-01-27,Zone 3,0.6,118.74,805.09,['innondation']
21.4,58.9,3.5,3.7,2170-10-27,Zone 2,0.66,234.54,146.17,"['innondation', 'seisme']"
21.4,58.9,3.5,3.7,2170-10-27,Zone 1,0.91,249.47,519.51,['aucun']
21.4,58.9,3.5,3.7,2170-10-27,Zone 3,0.37,155.91,249.31,['aucun']
26.8,72.0,5.5,17.7,2171-10-27,Zone 2,0.7,198.94,697.07,['innondation']
26.8,72.0,5.5,17.7,2171-10-27,Zone 1,0.71,257.42,542.22,['seisme']
26.8,72.0,5.5,17.7,2171-10-27,Zone 3,0.36,169.41,593.02,['innondation']
13.7,75.0,14.1,21.5,2170-11-27,Zone 2,0.71,173.36,568.98,['aucun']
13.7,75.0,14.1,21.5,2170-11-27,Zone 1,0.85,187.3,205.98,['aucun']
13.7,75.0,14.1,21.5,2170-11-27,Zone 3,0.34,108.98,296.93,['innondation']
12.3,68.9,4.7,11.4,2171-11-27,Zone 2,0.53,259.63,181.61,['aucun']
12.3,68.9,4.7,11.4,2171-11-27,Zone 1,0.94,239.0,642.77,['seisme']
12.3,68.9,4.7,11.4,2171-11-27,Zone 3,0.44,122.29,578.84,['innondation']
19.8,70.2,5.7,10.3,2170-12-27,Zone 2,0.57,240.33,37.78,['aucun']
19.8,70.2,5.7,10.3,2170-12-27,Zone 1,0.88,267.19,454.82,['seisme']
19.8,70.2,5.7,10.3,2170-12-27,Zone 3,0.31,148.83,734.51,['aucun']
20.9,71.6,2.4,0.0,2171-12-27,Zone 2,0.81,212.32,670.11,"['innondation', 'seisme']"
20.9,71.6,2.4,0.0,2171-12-27,Zone 1,0.66,188.38,398.56,['aucun']
20.9,71.6,2.4,0.0,2171-12-27,Zone 3,0.37,111.58,716.13,['innondation']
15.4,63.4,5.0,9.7,2170-02-27,Zone 2,0.75,252.83,508.24,"['innondation', 'seisme']"
15.4,63.4,5.0,9.7,2170-02-27,Zone 1,0.82,161.27,685.27,['aucun']
15.4,63.4,5.0,9.7,2170-02-27,Zone 3,0.62,176.96,969.35,['innondation']
17.7,60.6,3.5,5.6,2171-02-27,Zone 2,0.66,228.24,923.6,"['innondation', 'seisme']"
17.7,60.6,3.5,5.6,2171-02-27,Zone 1,0.83,173.37,233.87,['aucun']
17.7,60.6,3.5,5.6,2171-02-27,Zone 3,0.48,136.34,908.86,['innondation']
17.9,49.1,4.5,8.3,2170-03-27,Zone 2,0.72,284.69,690.41,"['innondation', 'seisme']"
17.9,49.1,4.5,8.3,2170-03-27,Zone 1,0.94,215.31,682.18,['seisme']
17.9,49.1,4.5,8.3,2170-03-27,Zone 3,0.48,153.27,934.88,['innondation']
17.7,36.1,8.8,15.0,2171-03-27,Zone 2,0.61,170.57,548.1,['aucun']
17.7,36.1,8.8,15.0,2171-03-27,Zone 1,0.94,168.95,466.52,['aucun']
17.7,36.1,8.8,15.0,2171-03-27,Zone 3,0.57,124.63,64.12,['innondation']
21.2,71.0,3.3,3.3,2170-04-27,Zone 2,0.89,172.29,758.62,['innondation']
21.2,71.0,3.3,3.3,2170-04-27,Zone 1,0.83,263.2,134.89,['seisme']
21.2,71.0,3.3,3.3,2170-04-27,Zone 3,0.49,126.33,574.87,['innondation']
23.6,51.3,3.9,9.7,2171-04-27,Zone 2,0.59,235.09,516.06,['innondation']
23.6,51.3,3.9,9.7,2171-04-27,Zone 1,0.53,213.47,209.35,['aucun']
23.6,51.3,3.9,9.7,2171-04-27,Zone 3,0.47,142.36,401.95,['innondation']
25.8,51.8,3.8,8.1,2170-05-27,Zone 2,0.69,152.31,55.61,['innondation']
25.8,51.8,3.8,8.1,2170-05-27,Zone 1,0.54,226.89,106.18,['aucun']
25.8,51.8,3.8,8.1,2170-05-27,Zone 3,0.64,197.63,4.47,['innondation']
23.0,60.0,7.5,11.6,2171-05-27,Zone 2,0.72,176.48,828.47,['innondation']
23.0,60.0,7.5,11.6,2171-05-27,Zone 1,0.79,252.74,294.41,['seisme']
23.0,60.0,7.5,11.6,2171-05-27,Zone 3,0.56,118.25,402.93,['innondation']
31.8,65.3,3.2,7.1,2170-06-27,Zone 2,0.73,293.13,734.3,"['innondation', 'seisme']"
31.8,65.3,3.2,7.1,2170-06-27,Zone 1,0.61,214.63,300.8,['seisme']
31.8,65.3,3.2,7.1,2170-06-27,Zone 3,0.6,154.23,58.41,['innondation']
27.3,54.4,3.8,7.8,2171-06-27,Zone 2,0.65,250.36,673.86,"['innondation', 'seisme']"
27.3,54.4,3.8,7.8,2171-06-27,Zone 1,0.96,234.53,783.85,['aucun']
27.3,54.4,3.8,7.8,2171-06-27,Zone 3,0.5,177.17,804.16,['innondation']
34.8,43.2,3.0,8.7,2170-07-27,Zone 2,0.93,187.32,412.9,['innondation']
34.8,43.2,3.0,8.7,2170-07-27,Zone 1,0.57,237.13,113.75,['aucun']
34.8,43.2,3.0,8.7,2170-07-27,Zone 3,0.59,125.69,140.62,['innondation']
32.6,34.8,3.5,9.3,2171-07-27,Zone 2,0.94,179.61,631.36,['innondation']
32.6,34.8,3.5,9.3,2171-07-27,Zone 1,0.54,162.93,760.65,['aucun']
32.6,34.8,3.5,9.3,2171-07-27,Zone 3,0.66,166.62,384.37,['innondation']
37.8,37.7,3.9,9.1,2171-08-27,Zone 2,0.66,261.64,548.38,"['innondation', 'seisme']"
37.8,37.7,3.9,9.1,2171-08-27,Zone 1,0.84,151.45,326.21,['aucun']
37.8,37.7,3.9,9.1,2171-08-27,Zone 3,0.4,176.45,42.97,['innondation']
33.4,47.3,4.2,10.7,2170-09-27,Zone 2,0.67,266.67,419.58,['aucun']
33.4,47.3,4.2,10.7,2170-09-27,Zone 1,0.94,281.72,580.0,['aucun']
33.4,47.3,4.2,10.7,2170-09-27,Zone 3,0.32,149.99,679.59,['innondation']
26.4,55.6,10.9,21.3,2171-09-27,Zone 2,0.69,214.23,944.2,"['innondation', 'seisme']"
26.4,55.6,10.9,21.3,2171-09-27,Zone 1,0.9,239.13,101.5,['aucun']
26.4,55.6,10.9,21.3,2171-09-27,Zone 3,0.58,107.18,509.47,['innondation']
15.2,72.1,3.6,4.1,2170-01-28,Zone 2,0.79,168.24,91.68,['innondation']
15.2,72.1,3.6,4.1,2170-01-28,Zone 1,0.8,194.29,232.67,['aucun']
15.2,72.1,3.6,4.1,2170-01-28,Zone 3,0.69,129.18,459.26,['innondation']
23.2,57.7,6.7,21.1,2170-10-28,Zone 2,0.63,176.67,198.64,['innondation']
23.2,57.7,6.7,21.1,2170-10-28,Zone 1,0.78,251.41,578.8,['seisme']
23.2,57.7,6.7,21.1,2170-10-28,Zone 3,0.3,102.11,738.72,['innondation']
29.4,64.5,5.6,18.7,2171-10-28,Zone 2,0.82,247.64,152.44,"['innondation', 'seisme']"
29.4,64.5,5.6,18.7,2171-10-28,Zone 1,0.97,264.91,321.88,['aucun']
29.4,64.5,5.6,18.7,2171-10-28,Zone 3,0.37,161.75,316.5,['innondation']
13.6,58.4,13.9,24.6,2170-11-28,Zone 2,0.52,248.13,66.78,['aucun']
13.6,58.4,13.9,24.6,2170-11-28,Zone 1,0.65,178.56,361.27,['aucun']
13.6,58.4,13.9,24.6,2170-11-28,Zone 3,0.3,183.45,114.84,['innondation']
14.0,62.0,9.5,17.2,2171-11-28,Zone 2,0.53,195.25,64.17,['aucun']
14.0,62.0,9.5,17.2,2171-11-28,Zone 1,0.86,224.07,441.35,['seisme']
14.0,62.0,9.5,17.2,2171-11-28,Zone 3,0.43,148.2,377.1,['innondation']
16.3,78.7,11.9,17.7,2170-12-28,Zone 2,0.82,266.9,379.72,"['innondation', 'seisme']"
16.3,78.7,11.9,17.7,2170-12-28,Zone 1,0.76,264.61,751.18,['aucun']
16.3,78.7,11.9,17.7,2170-12-28,Zone 3,0.43,176.56,78.55,['innondation']
18.2,68.6,4.6,11.0,2171-12-28,Zone 2,0.96,184.68,850.34,['aucun']
18.2,68.6,4.6,11.0,2171-12-28,Zone 1,0.64,202.68,446.11,['seisme']
18.2,68.6,4.6,11.0,2171-12-28,Zone 3,0.47,146.94,751.64,['innondation']
-1.7,34.2,9.5,18.6,2170-02-28,Zone 2,0.93,250.87,970.21,['seisme']
-1.7,34.2,9.5,18.6,2170-02-28,Zone 1,0.77,243.38,703.01,['seisme']
-1.7,34.2,9.5,18.6,2170-02-28,Zone 3,0.65,153.88,786.03,['aucun']
18.1,58.2,3.8,5.9,2171-02-28,Zone 2,0.74,292.91,458.63,"['innondation', 'seisme']"
18.1,58.2,3.8,5.9,2171-02-28,Zone 1,0.89,241.48,174.6,['seisme']
18.1,58.2,3.8,5.9,2171-02-28,Zone 3,0.55,128.77,420.01,['aucun']
18.2,48.9,5.4,8.6,2170-03-28,Zone 2,0.79,269.49,147.27,"['innondation', 'seisme']"
18.2,48.9,5.4,8.6,2170-03-28,Zone 1,0.58,209.05,107.51,['aucun']
18.2,48.9,5.4,8.6,2170-03-28,Zone 3,0.3,182.32,640.75,['aucun']
21.5,33.0,5.5,14.7,2171-03-28,Zone 2,0.95,158.11,656.83,['aucun']
21.5,33.0,5.5,14.7,2171-03-28,Zone 1,0.97,296.39,76.32,['seisme']
21.5,33.0,5.5,14.7,2171-03-28,Zone 3,0.6,190.58,978.99,['innondation']
19.7,72.1,4.7,6.6,2170-04-28,Zone 2,0.56,195.18,518.01,['aucun']
19.7,72.1,4.7,6.6,2170-04-28,Zone 1,0.98,276.77,25.95,['seisme']
19.7,72.1,4.7,6.6,2170-04-28,Zone 3,0.39,142.05,268.2,['innondation']
25.2,74.3,4.9,7.0,2171-04-28,Zone 2,0.84,223.32,256.28,"['innondation', 'seisme']"
25.2,74.3,4.9,7.0,2171-04-28,Zone 1,0.65,290.02,231.78,['seisme']
25.2,74.3,4.9,7.0,2171-04-28,Zone 3,0.38,172.41,4.64,['innondation']
29.0,35.3,3.9,8.6,2170-05-28,Zone 2,0.75,271.15,87.2,['innondation']
29.0,35.3,3.9,8.6,2170-05-28,Zone 1,0.84,227.35,440.57,['aucun']
29.0,35.3,3.9,8.6,2170-05-28,Zone 3,0.65,105.99,920.72,['innondation']
29.2,40.0,5.8,13.0,2171-05-28,Zone 2,0.57,171.89,0.98,['innondation']
29.2,40.0,5.8,13.0,2171-05-28,Zone 1,0.54,278.11,647.43,['aucun']
29.2,40.0,5.8,13.0,2171-05-28,Zone 3,0.4,131.61,792.37,['aucun']
32.2,40.5,6.8,14.4,2170-06-28,Zone 2,0.99,292.97,904.8,"['innondation', 'seisme']"
32.2,40.5,6.8,14.4,2170-06-28,Zone 1,0.62,254.67,239.78,['aucun']
32.2,40.5,6.8,14.4,2170-06-28,Zone 3,0.36,182.98,389.01,['aucun']
35.3,43.6,4.7,11.3,2171-06-28,Zone 2,0.79,283.98,463.78,['aucun']
35.3,43.6,4.7,11.3,2171-06-28,Zone 1,0.9,226.74,250.35,['seisme']
35.3,43.6,4.7,11.3,2171-06-28,Zone 3,0.49,191.79,510.44,['aucun']
31.0,51.0,3.0,5.6,2170-07-28,Zone 2,0.87,189.9,799.14,['innondation']
31.0,51.0,3.0,5.6,2170-07-28,Zone 1,0.7,191.38,223.25,['aucun']
31.0,51.0,3.0,5.6,2170-07-28,Zone 3,0.5,172.48,602.13,['innondation']
35.5,39.9,4.8,11.5,2171-07-28,Zone 2,0.55,163.11,413.51,['aucun']
35.5,39.9,4.8,11.5,2171-07-28,Zone 1,0.97,241.28,197.43,['aucun']
35.5,39.9,4.8,11.5,2171-07-28,Zone 3,0.4,150.59,934.73,['innondation']
37.5,29.9,2.6,5.9,2171-08-28,Zone 2,0.78,151.63,659.22,['innondation']
37.5,29.9,2.6,5.9,2171-08-28,Zone 1,0.82,260.38,501.41,['aucun']
37.5,29.9,2.6,5.9,2171-08-28,Zone 3,0.62,130.47,149.11,['innondation']
31.3,46.7,2.5,7.0,2170-09-28,Zone 2,0.78,251.38,105.25,"['innondation', 'seisme']"
31.3,46.7,2.5,7.0,2170-09-28,Zone 1,0.62,174.53,379.89,['aucun']
31.3,46.7,2.5,7.0,2170-09-28,Zone 3,0.32,103.9,596.28,['innondation']
28.7,64.6,14.5,24.2,2171-09-28,Zone 2,0.93,216.36,372.22,"['innondation', 'seisme']"
28.7,64.6,14.5,24.2,2171-09-28,Zone 1,0.67,251.84,515.9,['aucun']
28.7,64.6,14.5,24.2,2171-09-28,Zone 3,0.57,102.11,179.94,['innondation']
22.0,62.7,8.8,13.7,2170-01-29,Zone 2,0.5,201.11,653.67,['innondation']
22.0,62.7,8.8,13.7,2170-01-29,Zone 1,0.65,224.07,388.71,['seisme']
22.0,62.7,8.8,13.7,2170-01-29,Zone 3,0.57,120.71,207.17,['innondation']
5.4,66.6,4.3,5.3,2171-01-29,Zone 2,0.89,163.78,709.27,['innondation']
5.4,66.6,4.3,5.3,2171-01-29,Zone 1,0.62,274.48,191.04,['seisme']
5.4,66.6,4.3,5.3,2171-01-29,Zone 3,0.68,187.82,60.57,['innondation']
24.6,57.6,4.7,12.4,2170-10-29,Zone 2,0.98,255.03,437.19,['innondation']
24.6,57.6,4.7,12.4,2170-10-29,Zone 1,0.55,187.97,91.53,['aucun']
24.6,57.6,4.7,12.4,2170-10-29,Zone 3,0.55,157.03,465.82,['innondation']
29.3,63.9,6.6,20.6,2171-10-29,Zone 2,0.52,221.21,477.61,['innondation']
29.3,63.9,6.6,20.6,2171-10-29,Zone 1,0.82,167.11,503.01,['aucun']
29.3,63.9,6.6,20.6,2171-10-29,Zone 3,0.54,112.87,501.86,['innondation']
6.5,61.7,6.3,9.3,2170-11-29,Zone 2,0.96,292.83,467.37,"['innondation', 'seisme']"
6.5,61.7,6.3,9.3,2170-11-29,Zone 1,0.55,184.13,191.11,['aucun']
6.5,61.7,6.3,9.3,2170-11-29,Zone 3,0.65,173.55,367.6,['innondation']
17.3,67.5,4.1,6.4,2171-11-29,Zone 2,0.79,252.57,265.5,['seisme']
17.3,67.5,4.1,6.4,2171-11-29,Zone 1,0.78,200.13,746.21,['aucun']
17.3,67.5,4.1,6.4,2171-11-29,Zone 3,0.62,128.88,958.42,['innondation']
24.3,71.5,9.6,15.0,2170-12-29,Zone 2,0.8,225.03,267.61,['seisme']
24.3,71.5,9.6,15.0,2170-12-29,Zone 1,0.53,273.95,759.73,['aucun']
24.3,71.5,9.6,15.0,2170-12-29,Zone 3,0.43,125.64,688.18,['innondation']
17.0,71.3,3.8,7.7,2171-12-29,Zone 2,0.83,265.03,510.5,"['innondation', 'seisme']"
17.0,71.3,3.8,7.7,2171-12-29,Zone 1,0.87,242.92,135.98,['aucun']
17.0,71.3,3.8,7.7,2171-12-29,Zone 3,0.31,136.82,819.13,['innondation']
18.3,43.8,7.5,21.6,2170-03-29,Zone 2,0.83,174.84,811.39,['innondation']
18.3,43.8,7.5,21.6,2170-03-29,Zone 1,0.98,209.33,139.5,['aucun']
18.3,43.8,7.5,21.6,2170-03-29,Zone 3,0.55,161.12,452.76,['innondation']
17.7,47.9,5.0,13.4,2171-03-29,Zone 2,0.71,152.89,536.72,['innondation']
17.7,47.9,5.0,13.4,2171-03-29,Zone 1,0.93,275.51,353.09,['aucun']
17.7,47.9,5.0,13.4,2171-03-29,Zone 3,0.58,151.42,690.71,['innondation']
18.4,55.9,4.0,6.0,2170-04-29,Zone 2,0.79,298.06,798.34,"['innondation', 'seisme']"
18.4,55.9,4.0,6.0,2170-04-29,Zone 1,0.61,263.24,301.55,['seisme']
18.4,55.9,4.0,6.0,2170-04-29,Zone 3,0.31,110.95,389.75,['innondation']
27.2,64.3,5.6,11.2,2171-04-29,Zone 2,0.58,172.01,355.75,['innondation']
27.2,64.3,5.6,11.2,2171-04-29,Zone 1,0.66,217.7,419.18,['seisme']
27.2,64.3,5.6,11.2,2171-04-29,Zone 3,0.56,169.2,146.42,['innondation']
29.6,56.3,6.1,9.5,2170-05-29,Zone 2,0.94,272.48,800.48,"['innondation', 'seisme']"
29.6,56.3,6.1,9.5,2170-05-29,Zone 1,0.95,157.2,509.61,['aucun']
29.6,56.3,6.1,9.5,2170-05-29,Zone 3,0.66,187.19,115.36,['innondation']
27.1,34.1,4.3,8.0,2171-05-29,Zone 2,0.69,297.7,599.19,['innondation']
27.1,34.1,4.3,8.0,2171-05-29,Zone 1,0.92,196.79,239.11,['aucun']
27.1,34.1,4.3,8.0,2171-05-29,Zone 3,0.49,142.3,669.64,['aucun']
32.4,43.1,11.7,22.0,2170-06-29,Zone 2,1.0,229.72,781.37,['aucun']
32.4,43.1,11.7,22.0,2170-06-29,Zone 1,0.94,225.46,78.61,['seisme']
32.4,43.1,11.7,22.0,2170-06-29,Zone 3,0.45,130.49,715.17,['innondation']
35.1,38.8,2.9,7.5,2171-06-29,Zone 2,0.53,298.54,11.5,['innondation']
35.1,38.8,2.9,7.5,2171-06-29,Zone 1,0.81,294.74,478.23,['seisme']
35.1,38.8,2.9,7.5,2171-06-29,Zone 3,0.68,160.43,810.35,['innondation']
35.5,51.2,2.1,4.1,2170-07-29,Zone 2,0.94,169.72,749.23,['innondation']
35.5,51.2,2.1,4.1,2170-07-29,Zone 1,0.62,245.79,232.97,['aucun']
35.5,51.2,2.1,4.1,2170-07-29,Zone 3,0.46,106.58,934.46,['innondation']
35.7,45.8,5.0,13.2,2171-07-29,Zone 2,0.65,165.41,618.05,['aucun']
35.7,45.8,5.0,13.2,2171-07-29,Zone 1,0.56,294.08,118.18,['aucun']
35.7,45.8,5.0,13.2,2171-07-29,Zone 3,0.65,158.2,37.46,['innondation']
42.1,45.2,5.9,15.4,2171-08-29,Zone 2,0.81,278.71,333.53,"['innondation', 'seisme']"
42.1,45.2,5.9,15.4,2171-08-29,Zone 1,0.58,293.42,228.71,['aucun']
42.1,45.2,5.9,15.4,2171-08-29,Zone 3,0.51,150.81,52.97,['innondation']
30.0,54.7,7.1,11.0,2170-09-29,Zone 2,0.95,280.55,205.66,"['innondation', 'seisme']"
30.0,54.7,7.1,11.0,2170-09-29,Zone 1,0.7,268.86,368.81,['seisme']
30.0,54.7,7.1,11.0,2170-09-29,Zone 3,0.57,116.95,857.8,['aucun']
